ID,Target
1,1.0
3,0.0
4,0.0
8,0.0
9,0.0
11,0.0
12,0.0
13,1.0
14,1.0
15,1.0
16,0.0
19,1.0
22,1.0
25,0.0
26,1.0
29,1.0
30,0.0
31,1.0
36,1.0
37,0.0
38,0.0
45,0.0
46,0.0
48,0.0
49,1.0
55,0.0
59,1.0
68,0.0
69,0.0
71,0.0
73,1.0
83,0.0
84,1.0
88,1.0
90,1.0
92,1.0
93,0.0
94,0.0
95,1.0
97,1.0
101,0.0
102,0.0
108,1.0
113,1.0
117,1.0
120,1.0
125,1.0
127,1.0
129,0.0
130,1.0
132,1.0
134,0.0
137,0.0
139,0.0
145,0.0
147,1.0
148,0.0
149,0.0
150,0.0
155,0.0
161,0.0
165,0.0
166,0.0
168,1.0
170,0.0
179,1.0
183,1.0
184,0.0
186,0.0
187,0.0
188,0.0
189,0.0
191,0.0
192,1.0
194,0.0
195,0.0
198,0.0
199,1.0
201,1.0
205,0.0
209,1.0
212,1.0
213,1.0
219,0.0
221,0.0
224,0.0
225,1.0
227,1.0
228,0.0
229,0.0
232,1.0
233,0.0
234,1.0
236,1.0
243,1.0
249,0.0
250,1.0
253,0.0
255,1.0
256,1.0
258,0.0
265,1.0
268,1.0
270,1.0
271,1.0
273,0.0
274,1.0
280,1.0
281,1.0
283,0.0
284,0.0
288,1.0
291,0.0
296,1.0
297,0.0
298,1.0
299,1.0
301,0.0
309,1.0
310,0.0
311,0.0
314,1.0
315,1.0
320,0.0
324,0.0
326,0.0
330,0.0
333,1.0
337,1.0
339,1.0
344,0.0
346,0.0
347,1.0
350,1.0
355,0.0
356,0.0
358,0.0
360,1.0
362,1.0
364,0.0
365,0.0
366,1.0
368,0.0
369,1.0
370,1.0
372,1.0
375,1.0
377,0.0
378,0.0
380,1.0
384,1.0
385,1.0
388,1.0
389,1.0
391,0.0
394,1.0
397,0.0
398,1.0
402,0.0
404,1.0
410,1.0
413,1.0
416,0.0
419,1.0
423,1.0
427,1.0
428,1.0
430,0.0
431,1.0
433,0.0
434,0.0
435,0.0
438,1.0
440,0.0
441,1.0
446,0.0
448,1.0
453,1.0
458,1.0
463,1.0
464,0.0
467,1.0
468,0.0
474,0.0
477,1.0
484,1.0
486,0.0
489,0.0
492,1.0
493,0.0
495,0.0
499,0.0
501,1.0
510,1.0
512,0.0
515,1.0
519,0.0
523,0.0
526,1.0
530,1.0
535,0.0
538,0.0
539,0.0
540,1.0
542,1.0
543,0.0
545,1.0
546,0.0
548,0.0
554,1.0
555,0.0
556,0.0
558,0.0
563,1.0
564,1.0
567,0.0
572,1.0
575,0.0
576,1.0
577,1.0
578,0.0
580,1.0
582,0.0
583,0.0
585,0.0
588,1.0
592,1.0
593,0.0
596,0.0
606,1.0
615,1.0
620,0.0
628,0.0
631,1.0
636,1.0
638,0.0
639,0.0
640,1.0
642,0.0
643,1.0
647,1.0
654,1.0
655,1.0
657,1.0
658,0.0
660,1.0
661,1.0
664,0.0
666,1.0
671,0.0
674,1.0
675,0.0
677,1.0
679,0.0
680,0.0
683,1.0
687,1.0
688,1.0
689,1.0
691,0.0
695,0.0
697,1.0
700,1.0
701,1.0
702,0.0
703,1.0
707,1.0
708,0.0
709,0.0
710,1.0
712,0.0
713,0.0
715,1.0
718,1.0
719,0.0
721,1.0
722,1.0
727,0.0
730,0.0
733,0.0
736,1.0
737,1.0
738,1.0
739,0.0
740,0.0
744,1.0
747,0.0
749,1.0
751,0.0
752,1.0
753,0.0
754,0.0
755,1.0
759,1.0
764,0.0
766,1.0
777,0.0
779,1.0
782,1.0
783,0.0
784,0.0
785,0.0
786,0.0
788,0.0
789,0.0
790,1.0
792,1.0
793,1.0
795,1.0
798,0.0
800,0.0
801,0.0
803,0.0
804,0.0
806,1.0
808,0.0
810,1.0
814,0.0
816,0.0
818,0.0
819,0.0
820,1.0
821,0.0
823,0.0
824,0.0
825,0.0
828,0.0
829,1.0
830,0.0
834,0.0
836,1.0
840,0.0
842,1.0
844,1.0
845,1.0
847,0.0
851,1.0
852,0.0
859,1.0
873,0.0
876,1.0
878,1.0
879,1.0
880,1.0
881,1.0
884,0.0
885,1.0
888,1.0
891,0.0
898,0.0
900,0.0
901,1.0
902,0.0
907,1.0
909,1.0
911,0.0
912,1.0
915,1.0
926,0.0
927,1.0
938,1.0
941,1.0
942,0.0
946,1.0
947,0.0
949,1.0
950,1.0
953,0.0
956,1.0
958,0.0
965,1.0
967,1.0
968,1.0
970,0.0
972,1.0
973,0.0
974,1.0
976,1.0
977,0.0
978,1.0
979,0.0
980,0.0
981,0.0
984,1.0
985,1.0
987,1.0
989,1.0
992,0.0
993,0.0
994,1.0
995,0.0
997,0.0
1001,0.0
1002,1.0
1006,0.0
1013,0.0
1017,0.0
1019,0.0
1020,0.0
1021,1.0
1028,1.0
1030,0.0
1031,0.0
1032,0.0
1037,0.0
1038,1.0
1040,0.0
1042,0.0
1049,0.0
1050,0.0
1051,0.0
1052,1.0
1053,0.0
1056,1.0
1058,1.0
1062,1.0
1064,0.0
1066,1.0
1067,0.0
1069,0.0
1070,1.0
1071,0.0
1073,1.0
1076,0.0
1078,1.0
1083,0.0
1087,1.0
1090,0.0
1091,1.0
1093,0.0
1095,1.0
1097,0.0
1098,1.0
1103,0.0
1106,0.0
1107,0.0
1111,1.0
1112,0.0
1113,0.0
1114,0.0
1122,0.0
1123,0.0
1125,0.0
1126,0.0
1128,0.0
1132,1.0
1133,0.0
1137,0.0
1142,1.0
1143,1.0
1146,0.0
1149,1.0
1151,0.0
1152,1.0
1156,1.0
1157,1.0
1159,0.0
1161,0.0
1170,1.0
1171,1.0
1172,1.0
1178,1.0
1182,1.0
1183,0.0
1185,0.0
1188,1.0
1190,0.0
1191,1.0
1192,0.0
1194,0.0
1197,1.0
1201,0.0
1203,1.0
1204,1.0
1206,0.0
1207,0.0
1208,1.0
1212,0.0
1215,1.0
1216,0.0
1219,1.0
1223,0.0
1226,1.0
1228,1.0
1229,0.0
1230,1.0
1233,0.0
1235,0.0
1236,0.0
1239,0.0
1243,1.0
1245,1.0
1250,0.0
1253,1.0
1255,0.0
1257,1.0
1260,0.0
1262,0.0
1264,1.0
1265,1.0
1267,1.0
1269,0.0
1273,0.0
1276,0.0
1282,1.0
1283,0.0
1284,1.0
1285,0.0
1287,0.0
1289,1.0
1290,0.0
1291,0.0
1292,0.0
1293,1.0
1295,0.0
1297,1.0
1300,1.0
1301,1.0
1305,1.0
1307,1.0
1309,0.0
1311,1.0
1315,0.0
1322,0.0
1323,1.0
1325,0.0
1327,0.0
1333,0.0
1334,0.0
1335,0.0
1341,1.0
1344,0.0
1346,0.0
1348,1.0
1351,0.0
1353,1.0
1354,0.0
1355,1.0
1357,1.0
1359,0.0
1361,0.0
1363,1.0
1364,1.0
1368,1.0
1370,1.0
1371,0.0
1373,1.0
1376,0.0
1378,1.0
1379,1.0
1382,1.0
1384,0.0
1388,0.0
1389,1.0
1390,0.0
1392,1.0
1394,0.0
1398,1.0
1399,0.0
1400,1.0
1403,0.0
1404,1.0
1410,1.0
1412,0.0
1413,1.0
1419,1.0
1422,0.0
1423,1.0
1426,0.0
1427,0.0
1428,1.0
1429,0.0
1430,0.0
1431,1.0
1433,1.0
1435,0.0
1438,1.0
1444,1.0
1445,1.0
1448,0.0
1450,0.0
1453,0.0
1454,0.0
1458,1.0
1460,0.0
1466,1.0
1468,0.0
1469,1.0
1473,1.0
1474,1.0
1475,1.0
1480,1.0
1482,1.0
1484,0.0
1487,0.0
1489,1.0
1490,0.0
1491,0.0
1492,1.0
1494,1.0
1495,0.0
1500,1.0
1501,1.0
1505,0.0
1507,0.0
1512,1.0
1514,0.0
1515,0.0
1516,0.0
1518,1.0
1519,0.0
1526,0.0
1527,1.0
1529,0.0
1533,1.0
1535,1.0
1537,1.0
1540,0.0
1541,1.0
1547,0.0
1548,1.0
1556,1.0
1557,0.0
1559,1.0
1563,0.0
1565,1.0
1566,0.0
1568,0.0
1571,0.0
1572,0.0
1574,0.0
1577,1.0
1579,1.0
1584,0.0
1586,1.0
1595,0.0
1601,1.0
1604,1.0
1608,0.0
1609,1.0
1614,0.0
1616,0.0
1618,1.0
1623,0.0
1625,1.0
1627,1.0
1630,0.0
1632,1.0
1634,1.0
1636,1.0
1638,0.0
1641,1.0
1646,0.0
1651,0.0
1655,1.0
1658,0.0
1660,0.0
1662,1.0
1663,0.0
1665,1.0
1667,0.0
1668,1.0
1669,0.0
1676,1.0
1678,1.0
1679,0.0
1680,1.0
1681,0.0
1685,0.0
1689,1.0
1693,0.0
1694,1.0
1695,1.0
1697,1.0
1700,1.0
1703,0.0
1706,0.0
1707,1.0
1709,1.0
1711,0.0
1712,1.0
1714,1.0
1715,0.0
1717,1.0
1718,1.0
1719,1.0
1720,0.0
1721,0.0
1729,1.0
1730,0.0
1732,0.0
1734,1.0
1735,0.0
1739,1.0
1741,1.0
1742,0.0
1745,0.0
1746,0.0
1748,0.0
1749,0.0
1756,1.0
1759,1.0
1761,1.0
1762,1.0
1764,0.0
1770,0.0
1772,1.0
1779,0.0
1780,1.0
1781,0.0
1783,0.0
1784,0.0
1785,0.0
1788,1.0
1791,0.0
1794,0.0
1796,1.0
1797,0.0
1799,0.0
1803,1.0
1804,0.0
1805,0.0
1808,1.0
1809,1.0
1811,1.0
1812,0.0
1815,0.0
1816,1.0
1819,1.0
1820,0.0
1821,0.0
1822,0.0
1825,0.0
1826,1.0
1828,0.0
1829,1.0
1830,0.0
1831,1.0
1832,1.0
1836,1.0
1837,0.0
1840,0.0
1842,1.0
1845,0.0
1847,0.0
1848,0.0
1849,0.0
1855,0.0
1858,0.0
1863,0.0
1867,0.0
1868,0.0
1869,1.0
1872,0.0
1876,0.0
1883,0.0
1896,1.0
1897,0.0
1901,0.0
1903,1.0
1905,1.0
1907,1.0
1908,1.0
1909,0.0
1915,1.0
1916,0.0
1917,1.0
1920,0.0
1921,0.0
1924,0.0
1925,1.0
1926,0.0
1927,1.0
1928,0.0
1933,0.0
1934,1.0
1938,1.0
1939,1.0
1940,0.0
1941,0.0
1946,0.0
1950,0.0
1951,0.0
1952,1.0
1955,1.0
1956,0.0
1957,1.0
1961,0.0
1965,1.0
1970,1.0
1971,1.0
1975,0.0
1977,0.0
1979,0.0
1980,0.0
1981,1.0
1987,1.0
1988,0.0
1993,1.0
1994,1.0
1997,0.0
1998,0.0
1999,1.0
2000,0.0
2005,0.0
2007,0.0
2009,0.0
2010,1.0
2013,0.0
2016,0.0
2017,1.0
2018,0.0
2025,0.0
2027,1.0
2030,0.0
2031,0.0
2035,1.0
2039,1.0
2042,1.0
2043,1.0
2046,0.0
2048,1.0
2050,0.0
2052,1.0
2055,0.0
2056,1.0
2060,1.0
2061,0.0
2070,0.0
2072,0.0
2076,0.0
2077,0.0
2078,0.0
2079,1.0
2081,0.0
2082,1.0
2083,1.0
2085,1.0
2088,0.0
2091,1.0
2094,0.0
2096,0.0
2102,1.0
2109,1.0
2110,0.0
2115,1.0
2116,1.0
2117,0.0
2119,1.0
2120,1.0
2121,0.0
2122,0.0
2126,0.0
2127,1.0
2128,1.0
2130,0.0
2132,0.0
2133,0.0
2138,1.0
2143,0.0
2144,0.0
2147,0.0
2148,0.0
2151,1.0
2153,0.0
2154,0.0
2155,0.0
2160,0.0
2168,1.0
2170,0.0
2171,1.0
2172,0.0
2173,1.0
2174,0.0
2175,1.0
2179,1.0
2182,0.0
2184,0.0
2185,0.0
2190,0.0
2198,1.0
2200,0.0
2202,1.0
2205,1.0
2210,1.0
2211,0.0
2219,0.0
2222,0.0
2224,0.0
2225,0.0
2226,1.0
2232,0.0
2234,0.0
2236,0.0
2238,0.0
2239,1.0
2241,0.0
2246,0.0
2253,1.0
2256,0.0
2258,1.0
2261,1.0
2263,1.0
2266,0.0
2267,1.0
2269,0.0
2270,1.0
2273,1.0
2275,1.0
2276,1.0
2279,1.0
2282,0.0
2287,1.0
2288,0.0
2289,0.0
2292,0.0
2294,0.0
2296,1.0
2298,1.0
2299,0.0
2302,1.0
2303,1.0
2307,0.0
2308,1.0
2311,1.0
2312,1.0
2313,1.0
2316,0.0
2317,1.0
2319,0.0
2326,0.0
2328,0.0
2331,0.0
2334,0.0
2335,0.0
2336,1.0
2338,0.0
2342,1.0
2344,1.0
2345,1.0
2346,1.0
2352,0.0
2353,1.0
2356,0.0
2360,1.0
2364,1.0
2369,0.0
2370,1.0
2373,1.0
2374,1.0
2379,1.0
2380,1.0
2383,0.0
2385,0.0
2387,1.0
2391,0.0
2392,1.0
2394,1.0
2395,0.0
2397,0.0
2399,0.0
2401,1.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,1.0
2410,1.0
2411,1.0
2413,0.0
2414,1.0
2420,0.0
2421,1.0
2424,1.0
2425,0.0
2426,0.0
2428,0.0
2430,0.0
2433,0.0
2434,1.0
2436,1.0
2438,1.0
2439,1.0
2440,1.0
2451,1.0
2453,1.0
2455,0.0
2458,0.0
2459,1.0
2460,0.0
2461,1.0
2463,0.0
2464,0.0
2473,1.0
2475,0.0
2478,0.0
2485,1.0
2492,1.0
2493,0.0
2495,1.0
2496,0.0
2499,1.0
2501,1.0
2504,0.0
2505,0.0
2507,1.0
2516,0.0
2518,1.0
2521,0.0
2524,1.0
2525,0.0
2526,1.0
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2533,0.0
2535,0.0
2537,1.0
2538,0.0
2542,0.0
2544,0.0
2553,0.0
2554,1.0
2558,0.0
2559,0.0
2561,1.0
2564,1.0
2568,1.0
2569,1.0
2570,1.0
2571,1.0
2573,0.0
2575,0.0
2576,1.0
2577,1.0
2578,1.0
2579,1.0
2584,0.0
2585,0.0
2586,0.0
2589,0.0
2594,1.0
2600,0.0
2601,0.0
2606,1.0
2607,0.0
2608,0.0
2611,0.0
2612,1.0
2616,1.0
2619,1.0
2620,0.0
2621,1.0
2622,1.0
2626,1.0
2627,0.0
2629,1.0
2630,1.0
2632,1.0
2640,1.0
2641,0.0
2643,1.0
2646,1.0
2652,0.0
2653,1.0
2656,1.0
2657,0.0
2658,0.0
2660,1.0
2669,0.0
2671,0.0
